"MSOA","Sex","Age","Ethnicity","Persons"
"E02000871","F","15","IND",1
"E02000871","F","15","PAK",1
"E02000871","F","15","BAN",37
"E02000871","F","15","CHI",2
"E02000871","F","15","BLA",3
"E02000871","F","15","BLC",1
"E02000871","F","15","OBL",2
"E02000871","F","16-17","WBI",9
"E02000871","F","16-17","WHO",4
"E02000871","F","16-17","MIX",9
"E02000871","F","16-17","IND",1
"E02000871","F","16-17","PAK",1
"E02000871","F","16-17","BAN",66
"E02000871","F","16-17","CHI",2
"E02000871","F","16-17","OAS",2
"E02000871","F","16-17","BLA",6
"E02000871","F","16-17","BLC",1
"E02000871","F","16-17","OBL",3
"E02000871","F","16-17","OTH",2
"E02000871","F","18-19","WBI",16
"E02000871","F","18-19","WHO",2
"E02000871","F","18-19","MIX",1
"E02000871","F","18-19","IND",1
"E02000871","F","18-19","PAK",2
"E02000871","F","18-19","BAN",80
"E02000871","F","18-19","CHI",3
"E02000871","F","18-19","BLA",5
"E02000871","F","18-19","BLC",2
"E02000871","F","18-19","OBL",2
"E02000871","F","18-19","OTH",2
"E02000871","F","20-24","WBI",103
"E02000871","F","20-24","WHO",41
"E02000871","F","20-24","MIX",32
"E02000871","F","20-24","IND",7
"E02000871","F","20-24","PAK",7
"E02000871","F","20-24","BAN",180
"E02000871","F","20-24","CHI",13
"E02000871","F","20-24","OAS",4
"E02000871","F","20-24","BLA",31
"E02000871","F","20-24","BLC",23
"E02000871","F","20-24","OBL",9
"E02000871","F","20-24","OTH",9
"E02000871","F","25-29","WBI",117
"E02000871","F","25-29","WHO",69
"E02000871","F","25-29","MIX",19
"E02000871","F","25-29","IND",20
"E02000871","F","25-29","PAK",9
"E02000871","F","25-29","BAN",225
"E02000871","F","25-29","CHI",22
"E02000871","F","25-29","OAS",8
"E02000871","F","25-29","BLA",34
"E02000871","F","25-29","BLC",17
"E02000871","F","25-29","OBL",11
"E02000871","F","25-29","OTH",8
"E02000871","F","30-34","WBI",90
"E02000871","F","30-34","WHO",65
"E02000871","F","30-34","MIX",9
"E02000871","F","30-34","IND",13
"E02000871","F","30-34","PAK",3
"E02000871","F","30-34","BAN",201
"E02000871","F","30-34","CHI",14
"E02000871","F","30-34","OAS",16
"E02000871","F","30-34","BLA",21
"E02000871","F","30-34","BLC",7
"E02000871","F","30-34","OBL",7
"E02000871","F","30-34","OTH",12
"E02000871","F","35-39","WBI",56
"E02000871","F","35-39","WHO",34
"E02000871","F","35-39","MIX",2
"E02000871","F","35-39","IND",8
"E02000871","F","35-39","PAK",3
"E02000871","F","35-39","BAN",156
"E02000871","F","35-39","CHI",9
"E02000871","F","35-39","OAS",16
"E02000871","F","35-39","BLA",28
"E02000871","F","35-39","BLC",6
"E02000871","F","35-39","OBL",3
"E02000871","F","35-39","OTH",7
"E02000871","F","40-44","WBI",57
"E02000871","F","40-44","WHO",16
"E02000871","F","40-44","MIX",7
"E02000871","F","40-44","IND",4
"E02000871","F","40-44","PAK",3
"E02000871","F","40-44","BAN",86
"E02000871","F","40-44","CHI",13
"E02000871","F","40-44","OAS",9
"E02000871","F","40-44","BLA",20
"E02000871","F","40-44","BLC",7
"E02000871","F","40-44","OBL",7
"E02000871","F","40-44","OTH",9
"E02000871","F","45-49","WBI",50
"E02000871","F","45-49","WHO",10
"E02000871","F","45-49","MIX",2
"E02000871","F","45-49","IND",1
"E02000871","F","45-49","BAN",46
"E02000871","F","45-49","CHI",3
"E02000871","F","45-49","OAS",3
"E02000871","F","45-49","BLA",18
"E02000871","F","45-49","BLC",19
"E02000871","F","45-49","OBL",5
"E02000871","F","45-49","OTH",5
"E02000871","F","50-54","WBI",55
"E02000871","F","50-54","WHO",8
"E02000871","F","50-54","MIX",4
"E02000871","F","50-54","IND",1
"E02000871","F","50-54","PAK",1
"E02000871","F","50-54","BAN",36
"E02000871","F","50-54","CHI",6
"E02000871","F","50-54","OAS",2
"E02000871","F","50-54","BLA",8
"E02000871","F","50-54","BLC",16
"E02000871","F","50-54","OBL",4
"E02000871","F","50-54","OTH",3
"E02000871","F","55-59","WBI",41
"E02000871","F","55-59","WHO",7
"E02000871","F","55-59","MIX",3
"E02000871","F","55-59","BAN",52
"E02000871","F","55-59","CHI",3
"E02000871","F","55-59","OAS",3
"E02000871","F","55-59","BLA",7
"E02000871","F","55-59","BLC",11
"E02000871","F","55-59","OBL",1
"E02000871","F","55-59","OTH",2
"E02000871","F","60-64","WBI",34
"E02000871","F","60-64","WHO",4
"E02000871","F","60-64","MIX",5
"E02000871","F","60-64","IND",1
"E02000871","F","60-64","PAK",2
"E02000871","F","60-64","BAN",31
"E02000871","F","60-64","CHI",2
"E02000871","F","60-64","OAS",3
"E02000871","F","60-64","BLA",3
"E02000871","F","60-64","BLC",6
"E02000871","F","60-64","OBL",2
"E02000871","F","60-64","OTH",3
"E02000871","F","65-69","WBI",32
"E02000871","F","65-69","WHO",2
"E02000871","F","65-69","IND",1
"E02000871","F","65-69","BAN",22
"E02000871","F","65-69","OAS",3
"E02000871","F","65-69","BLA",10
"E02000871","F","65-69","BLC",8
"E02000871","F","65-69","OTH",1
"E02000871","F","70-74","WBI",25
"E02000871","F","70-74","WHO",2
"E02000871","F","70-74","MIX",1
"E02000871","F","70-74","PAK",1
"E02000871","F","70-74","BAN",30
"E02000871","F","70-74","CHI",2
"E02000871","F","70-74","OAS",3
"E02000871","F","70-74","BLA",1
"E02000871","F","70-74","BLC",4
"E02000871","F","70-74","OBL",1
"E02000871","F","70-74","OTH",1
"E02000871","F","75-79","WBI",25
"E02000871","F","75-79","WHO",1
"E02000871","F","75-79","MIX",1
"E02000871","F","75-79","BAN",21
"E02000871","F","75-79","CHI",1
"E02000871","F","75-79","BLA",1
"E02000871","F","75-79","BLC",7
"E02000871","F","75-79","OBL",1
"E02000871","F","75-79","OTH",2
"E02000871","F","80-84","WBI",34
"E02000871","F","80-84","WHO",1
"E02000871","F","80-84","BAN",6
"E02000871","F","80-84","BLA",2
"E02000871","F","80-84","BLC",1
"E02000871","F","80-84","OBL",3
"E02000871","F","80-84","OTH",1
"E02000871","F","85+","WBI",30
"E02000871","F","85+","WHO",1
"E02000871","F","85+","BAN",3
"E02000871","F","85+","CHI",1
"E02000871","F","85+","BLA",1
"E02000871","F","85+","BLC",3
"E02000872","M","0-4","WBI",29
"E02000872","M","0-4","WHO",9
"E02000872","M","0-4","MIX",23
"E02000872","M","0-4","IND",2
"E02000872","M","0-4","PAK",1
"E02000872","M","0-4","BAN",119
"E02000872","M","0-4","CHI",2
"E02000872","M","0-4","OAS",5
"E02000872","M","0-4","BLA",6
"E02000872","M","0-4","BLC",7
"E02000872","M","0-4","OBL",5
"E02000872","M","0-4","OTH",3
"E02000872","M","5-7","WBI",16
"E02000872","M","5-7","WHO",1
"E02000872","M","5-7","MIX",7
"E02000872","M","5-7","IND",1
"E02000872","M","5-7","BAN",79
"E02000872","M","5-7","OAS",4
"E02000872","M","5-7","BLA",10
"E02000872","M","5-7","BLC",1
"E02000872","M","5-7","OBL",4
"E02000872","M","5-7","OTH",3
"E02000872","M","8-9","WBI",11
"E02000872","M","8-9","MIX",3
"E02000872","M","8-9","PAK",1
"E02000872","M","8-9","BAN",58
"E02000872","M","8-9","OAS",2
"E02000872","M","8-9","BLA",3
"E02000872","M","8-9","BLC",1
"E02000872","M","8-9","OBL",4
"E02000872","M","8-9","OTH",1
"E02000872","M","10-14","WBI",9
"E02000872","M","10-14","WHO",2
"E02000872","M","10-14","MIX",7
"E02000872","M","10-14","IND",1
"E02000872","M","10-14","BAN",151
"E02000872","M","10-14","OAS",1
"E02000872","M","10-14","BLA",10
"E02000872","M","10-14","BLC",2
"E02000872","M","10-14","OBL",5
"E02000872","M","10-14","OTH",4
"E02000872","M","15","WBI",2
"E02000872","M","15","WHO",3
"E02000872","M","15","BAN",33
"E02000872","M","15","OAS",1
"E02000872","M","15","BLC",2
"E02000872","M","15","OTH",1
"E02000872","M","16-17","WBI",4
"E02000872","M","16-17","MIX",2
"E02000872","M","16-17","BAN",52
"E02000872","M","16-17","CHI",1
"E02000872","M","16-17","OAS",1
"E02000872","M","16-17","BLA",1
"E02000872","M","16-17","BLC",1
"E02000872","M","16-17","OBL",2
"E02000872","M","18-19","WBI",19
"E02000872","M","18-19","WHO",2
"E02000872","M","18-19","MIX",2
"E02000872","M","18-19","IND",2
"E02000872","M","18-19","PAK",1
"E02000872","M","18-19","BAN",51
"E02000872","M","18-19","CHI",1
"E02000872","M","18-19","OAS",1
"E02000872","M","18-19","BLC",5
"E02000872","M","18-19","OBL",1
"E02000872","M","18-19","OTH",2
"E02000872","M","20-24","WBI",208
"E02000872","M","20-24","WHO",73
"E02000872","M","20-24","MIX",23
"E02000872","M","20-24","IND",8
"E02000872","M","20-24","PAK",5
"E02000872","M","20-24","BAN",92
"E02000872","M","20-24","CHI",14
"E02000872","M","20-24","OAS",7
"E02000872","M","20-24","BLA",11
"E02000872","M","20-24","BLC",1
"E02000872","M","20-24","OBL",3
"E02000872","M","20-24","OTH",7
"E02000872","M","25-29","WBI",380
"E02000872","M","25-29","WHO",153
"E02000872","M","25-29","MIX",26
"E02000872","M","25-29","IND",19
"E02000872","M","25-29","PAK",3
"E02000872","M","25-29","BAN",96
"E02000872","M","25-29","CHI",12
"E02000872","M","25-29","OAS",8
"E02000872","M","25-29","BLA",13
"E02000872","M","25-29","BLC",9
"E02000872","M","25-29","OBL",2
"E02000872","M","25-29","OTH",20
"E02000872","M","30-34","WBI",232
"E02000872","M","30-34","WHO",125
"E02000872","M","30-34","MIX",14
"E02000872","M","30-34","IND",12
"E02000872","M","30-34","PAK",4
"E02000872","M","30-34","BAN",126
"E02000872","M","30-34","CHI",7
"E02000872","M","30-34","OAS",16
"E02000872","M","30-34","BLA",28
"E02000872","M","30-34","BLC",3
"E02000872","M","30-34","OBL",2
"E02000872","M","30-34","OTH",19
"E02000872","M","35-39","WBI",131
"E02000872","M","35-39","WHO",63
"E02000872","M","35-39","MIX",11
"E02000872","M","35-39","IND",6
"E02000872","M","35-39","PAK",4
"E02000872","M","35-39","BAN",117
"E02000872","M","35-39","CHI",5
"E02000872","M","35-39","OAS",2
"E02000872","M","35-39","BLA",11
"E02000872","M","35-39","BLC",3
"E02000872","M","35-39","OBL",3
"E02000872","M","35-39","OTH",12
"E02000872","M","40-44","WBI",89
"E02000872","M","40-44","WHO",27
"E02000872","M","40-44","MIX",13
"E02000872","M","40-44","IND",2
"E02000872","M","40-44","PAK",2
"E02000872","M","40-44","BAN",74
"E02000872","M","40-44","OAS",3
"E02000872","M","40-44","BLA",13
"E02000872","M","40-44","BLC",10
"E02000872","M","40-44","OBL",3
"E02000872","M","40-44","OTH",5
"E02000872","M","45-49","WBI",71
"E02000872","M","45-49","WHO",16
"E02000872","M","45-49","MIX",4
"E02000872","M","45-49","IND",1
"E02000872","M","45-49","PAK",1
"E02000872","M","45-49","BAN",52
"E02000872","M","45-49","BLA",8
"E02000872","M","45-49","BLC",12
"E02000872","M","45-49","OBL",4
"E02000872","M","45-49","OTH",21
"E02000872","M","50-54","WBI",81
"E02000872","M","50-54","WHO",11
"E02000872","M","50-54","MIX",7
"E02000872","M","50-54","IND",1
"E02000872","M","50-54","PAK",1
"E02000872","M","50-54","BAN",40
"E02000872","M","50-54","CHI",1
"E02000872","M","50-54","OAS",1
"E02000872","M","50-54","BLA",3
"E02000872","M","50-54","BLC",4
"E02000872","M","50-54","OBL",1
"E02000872","M","50-54","OTH",3
"E02000872","M","55-59","WBI",61
"E02000872","M","55-59","WHO",11
"E02000872","M","55-59","IND",1
"E02000872","M","55-59","BAN",25
"E02000872","M","55-59","CHI",3
"E02000872","M","55-59","OAS",2
"E02000872","M","55-59","BLA",1
"E02000872","M","55-59","BLC",13
"E02000872","M","60-64","WBI",45
"E02000872","M","60-64","WHO",2
"E02000872","M","60-64","PAK",3
"E02000872","M","60-64","BAN",4
"E02000872","M","60-64","BLA",4
"E02000872","M","60-64","BLC",3
"E02000872","M","60-64","OTH",1
"E02000872","M","65-69","WBI",30
"E02000872","M","65-69","WHO",5
"E02000872","M","65-69","MIX",1
"E02000872","M","65-69","IND",1
"E02000872","M","65-69","BAN",11
"E02000872","M","65-69","OAS",1
"E02000872","M","65-69","OBL",1
"E02000872","M","65-69","OTH",1
"E02000872","M","70-74","WBI",22
"E02000872","M","70-74","WHO",2
"E02000872","M","70-74","PAK",1
"E02000872","M","70-74","BAN",20
"E02000872","M","70-74","BLC",2
"E02000872","M","75-79","WBI",18
"E02000872","M","75-79","MIX",1
"E02000872","M","75-79","IND",1
"E02000872","M","75-79","BAN",17
"E02000872","M","75-79","BLA",1
"E02000872","M","75-79","BLC",2
"E02000872","M","80-84","WBI",15
"E02000872","M","80-84","WHO",1
"E02000872","M","80-84","BAN",11
"E02000872","M","80-84","BLC",1
"E02000872","M","80-84","OTH",2
"E02000872","M","85+","WBI",7
"E02000872","M","85+","WHO",1
"E02000872","M","85+","BAN",1
"E02000872","M","85+","BLA",1
"E02000872","M","85+","BLC",2
"E02000872","M","85+","OTH",2
"E02000872","F","0-4","WBI",32
"E02000872","F","0-4","WHO",11
"E02000872","F","0-4","MIX",26
"E02000872","F","0-4","IND",1
"E02000872","F","0-4","PAK",2
"E02000872","F","0-4","BAN",144
"E02000872","F","0-4","OAS",8
"E02000872","F","0-4","BLA",14
"E02000872","F","0-4","BLC",4
"E02000872","F","0-4","OBL",5
"E02000872","F","0-4","OTH",3
"E02000872","F","5-7","WBI",8
"E02000872","F","5-7","WHO",7
"E02000872","F","5-7","MIX",7
"E02000872","F","5-7","IND",3
"E02000872","F","5-7","BAN",98
"E02000872","F","5-7","OAS",9
"E02000872","F","5-7","BLA",8
"E02000872","F","5-7","BLC",2
"E02000872","F","5-7","OBL",5
"E02000872","F","5-7","OTH",3
"E02000872","F","8-9","WBI",10
"E02000872","F","8-9","WHO",1
"E02000872","F","8-9","MIX",3
"E02000872","F","8-9","IND",1
"E02000872","F","8-9","BAN",55
"E02000872","F","8-9","OAS",2
"E02000872","F","8-9","BLA",4
"E02000872","F","8-9","OTH",1
"E02000872","F","10-14","WBI",18
"E02000872","F","10-14","WHO",2
"E02000872","F","10-14","MIX",2
"E02000872","F","10-14","BAN",118
"E02000872","F","10-14","CHI",1
"E02000872","F","10-14","OAS",3
"E02000872","F","10-14","BLA",4
"E02000872","F","10-14","BLC",3
"E02000872","F","10-14","OBL",3
"E02000872","F","15","WBI",2
"E02000872","F","15","IND",1
"E02000872","F","15","BAN",25
"E02000872","F","15","BLC",1
"E02000872","F","15","OBL",1
"E02000872","F","15","OTH",1
"E02000872","F","16-17","WBI",4
"E02000872","F","16-17","WHO",1
"E02000872","F","16-17","MIX",1
"E02000872","F","16-17","BAN",37
"E02000872","F","16-17","OAS",1
"E02000872","F","16-17","BLA",3
"E02000872","F","16-17","BLC",1
"E02000872","F","16-17","OBL",3
"E02000872","F","18-19","WBI",13
"E02000872","F","18-19","WHO",9
"E02000872","F","18-19","MIX",1
"E02000872","F","18-19","BAN",31
"E02000872","F","18-19","BLA",1
"E02000872","F","18-19","BLC",2
"E02000872","F","18-19","OTH",2
"E02000872","F","20-24","WBI",213
"E02000872","F","20-24","WHO",99
"E02000872","F","20-24","MIX",29
"E02000872","F","20-24","IND",5
"E02000872","F","20-24","PAK",1
"E02000872","F","20-24","BAN",130
"E02000872","F","20-24","CHI",18
"E02000872","F","20-24","OAS",7
"E02000872","F","20-24","BLA",10
"E02000872","F","20-24","BLC",7
"E02000872","F","20-24","OTH",4
"E02000872","F","25-29","WBI",315
"E02000872","F","25-29","WHO",156
"E02000872","F","25-29","MIX",41
"E02000872","F","25-29","IND",13
"E02000872","F","25-29","PAK",2
"E02000872","F","25-29","BAN",132
"E02000872","F","25-29","CHI",16
"E02000872","F","25-29","OAS",16
"E02000872","F","25-29","BLA",6
"E02000872","F","25-29","BLC",4
"E02000872","F","25-29","OBL",8
"E02000872","F","25-29","OTH",15
"E02000872","F","30-34","WBI",137
"E02000872","F","30-34","WHO",129
"E02000872","F","30-34","MIX",27
"E02000872","F","30-34","IND",7
"E02000872","F","30-34","PAK",3
"E02000872","F","30-34","BAN",125
"E02000872","F","30-34","CHI",17
"E02000872","F","30-34","OAS",16
"E02000872","F","30-34","BLA",25
"E02000872","F","30-34","BLC",1
"E02000872","F","30-34","OBL",4
"E02000872","F","30-34","OTH",12
"E02000872","F","35-39","WBI",45
"E02000872","F","35-39","WHO",56
"E02000872","F","35-39","MIX",10
"E02000872","F","35-39","IND",5
"E02000872","F","35-39","PAK",1
"E02000872","F","35-39","BAN",109
"E02000872","F","35-39","CHI",2
"E02000872","F","35-39","OAS",13
"E02000872","F","35-39","BLA",3
"E02000872","F","35-39","OBL",3
"E02000872","F","35-39","OTH",5
"E02000872","F","40-44","WBI",42
"E02000872","F","40-44","WHO",22
"E02000872","F","40-44","MIX",9
"E02000872","F","40-44","IND",1
"E02000872","F","40-44","PAK",1
"E02000872","F","40-44","BAN",53
"E02000872","F","40-44","CHI",4
"E02000872","F","40-44","OAS",5
"E02000872","F","40-44","BLA",2
"E02000872","F","40-44","BLC",14
"E02000872","F","40-44","OBL",2
"E02000872","F","40-44","OTH",5
"E02000872","F","45-49","WBI",38
"E02000872","F","45-49","WHO",17
"E02000872","F","45-49","MIX",3
"E02000872","F","45-49","IND",2
"E02000872","F","45-49","PAK",2
"E02000872","F","45-49","BAN",34
"E02000872","F","45-49","OAS",3
"E02000872","F","45-49","BLA",7
"E02000872","F","45-49","BLC",6
"E02000872","F","45-49","OBL",5
"E02000872","F","45-49","OTH",4
"E02000872","F","50-54","WBI",40
"E02000872","F","50-54","WHO",9
"E02000872","F","50-54","MIX",6
"E02000872","F","50-54","IND",1
"E02000872","F","50-54","PAK",1
"E02000872","F","50-54","BAN",28
"E02000872","F","50-54","CHI",1
"E02000872","F","50-54","OAS",6
"E02000872","F","50-54","BLA",7
"E02000872","F","50-54","BLC",5
"E02000872","F","50-54","OBL",1
"E02000872","F","50-54","OTH",2
"E02000872","F","55-59","WBI",42
"E02000872","F","55-59","WHO",5
"E02000872","F","55-59","MIX",1
"E02000872","F","55-59","IND",1
"E02000872","F","55-59","PAK",1
"E02000872","F","55-59","BAN",40
"E02000872","F","55-59","CHI",1
"E02000872","F","55-59","OAS",2
"E02000872","F","55-59","BLA",4
"E02000872","F","55-59","BLC",4
"E02000872","F","55-59","OBL",2
"E02000872","F","55-59","OTH",2
"E02000872","F","60-64","WBI",31
"E02000872","F","60-64","WHO",11
"E02000872","F","60-64","MIX",2
"E02000872","F","60-64","PAK",1
"E02000872","F","60-64","BAN",26
"E02000872","F","60-64","CHI",2
"E02000872","F","60-64","OAS",1
"E02000872","F","60-64","BLA",3
"E02000872","F","60-64","BLC",3
"E02000872","F","60-64","OBL",2
"E02000872","F","65-69","WBI",25
"E02000872","F","65-69","WHO",3
"E02000872","F","65-69","MIX",1
"E02000872","F","65-69","IND",1
"E02000872","F","65-69","PAK",1
"E02000872","F","65-69","BAN",14
"E02000872","F","65-69","CHI",1
"E02000872","F","65-69","OAS",1
"E02000872","F","65-69","BLA",3
"E02000872","F","65-69","BLC",4
"E02000872","F","65-69","OBL",1
"E02000872","F","65-69","OTH",1
"E02000872","F","70-74","WBI",24
"E02000872","F","70-74","WHO",4
"E02000872","F","70-74","MIX",1
"E02000872","F","70-74","PAK",1
"E02000872","F","70-74","BAN",22
"E02000872","F","70-74","BLC",2
"E02000872","F","70-74","OBL",1
"E02000872","F","75-79","WBI",31
"E02000872","F","75-79","BAN",12
"E02000872","F","75-79","CHI",1
"E02000872","F","75-79","OAS",2
"E02000872","F","75-79","BLA",1
"E02000872","F","80-84","WBI",37
"E02000872","F","80-84","WHO",1
"E02000872","F","80-84","MIX",1
"E02000872","F","80-84","IND",1
"E02000872","F","80-84","BAN",6
"E02000872","F","80-84","BLC",2
"E02000872","F","80-84","OTH",1
"E02000872","F","85+","WBI",32
"E02000872","F","85+","WHO",2
"E02000872","F","85+","BAN",4
"E02000872","F","85+","CHI",2
"E02000872","F","85+","BLC",1
"E02000872","F","85+","OBL",2
"E02000872","F","85+","OTH",1
"E02000873","M","0-4","WBI",54
"E02000873","M","0-4","WHO",11
"E02000873","M","0-4","MIX",26
"E02000873","M","0-4","PAK",2
"E02000873","M","0-4","BAN",177
"E02000873","M","0-4","CHI",2
"E02000873","M","0-4","OAS",3
"E02000873","M","0-4","BLA",11
"E02000873","M","0-4","OBL",12
"E02000873","M","0-4","OTH",3
"E02000873","M","5-7","WBI",17
"E02000873","M","5-7","WHO",3
"E02000873","M","5-7","MIX",8
"E02000873","M","5-7","IND",2
"E02000873","M","5-7","PAK",1
"E02000873","M","5-7","BAN",95
"E02000873","M","5-7","BLA",6
"E02000873","M","5-7","BLC",1
"E02000873","M","5-7","OBL",9
"E02000873","M","5-7","OTH",1
"E02000873","M","8-9","WBI",13
"E02000873","M","8-9","WHO",1
"E02000873","M","8-9","MIX",10
"E02000873","M","8-9","BAN",87
"E02000873","M","8-9","OAS",3
"E02000873","M","8-9","BLA",4
"E02000873","M","8-9","OBL",4
"E02000873","M","8-9","OTH",1
"E02000873","M","10-14","WBI",15
"E02000873","M","10-14","WHO",4
"E02000873","M","10-14","MIX",11
"E02000873","M","10-14","IND",2
"E02000873","M","10-14","PAK",2
"E02000873","M","10-14","BAN",140
"E02000873","M","10-14","CHI",2
"E02000873","M","10-14","OAS",3
"E02000873","M","10-14","BLA",9
"E02000873","M","10-14","BLC",1
"E02000873","M","10-14","OBL",8
"E02000873","M","10-14","OTH",6
"E02000873","M","15","WBI",6
"E02000873","M","15","MIX",2
"E02000873","M","15","BAN",28
"E02000873","M","15","CHI",1
"E02000873","M","15","OAS",1
"E02000873","M","15","OBL",1
"E02000873","M","16-17","WBI",8
"E02000873","M","16-17","WHO",2
"E02000873","M","16-17","MIX",2
"E02000873","M","16-17","IND",1
"E02000873","M","16-17","BAN",45
"E02000873","M","16-17","OAS",4
"E02000873","M","16-17","BLA",7
"E02000873","M","16-17","BLC",2
"E02000873","M","16-17","OTH",4
"E02000873","M","18-19","WBI",211
"E02000873","M","18-19","WHO",56
"E02000873","M","18-19","MIX",24
"E02000873","M","18-19","IND",25
"E02000873","M","18-19","PAK",35
